SMILES_1,SMILES_2,Temperatures (K)
Cc1ccccc1,Nc1ccccc1,"[353.123, 363.123, 373.144]"
CCc1ccccc1,C=Cc1ccccc1,"[299.3755, 300.0552, 300.3451, 300.4351, 300.8649, 301.1748, 301.4047, 302.2843, 302.5342, 303.7338, 304.2635, 304.8133, 311.8305, 312.2304, 312.8801, 314.4296, 315.1094, 316.0791, 316.499, 316.7489, 317.5287, 317.7286, 318.0285, 318.2285, 324.38, 324.5, 324.55, 325.0, 325.18, 325.5, 325.61, 326.04, 326.3, 326.42, 326.89, 327.0, 327.5, 327.9, 328.07, 328.49, 328.9, 329.1, 329.27, 329.5, 329.85, 330.5, 330.93, 331.1546, 331.3245, 331.5, 331.5245, 331.6245, 332.1, 332.1243, 332.3, 332.7241, 333.024, 333.524, 333.924, 334.324, 334.424, 334.724, 335.324, 335.574, 335.824, 336.124, 336.524, 336.824, 337.074, 337.324, 337.424, 337.724, 337.884, 338.124, 338.224, 338.924, 339.624, 339.924, 340.024, 340.3, 340.724, 341.1, 341.5, 342.4, 342.724, 343.2, 344.0, 344.7, 345.7, 346.6, 347.3736, 347.4936, 347.6, 347.9, 348.0235, 348.1535, 348.2, 348.7534, 349.3134, 349.7533, 350.1033, 350.21, 350.48, 350.6732, 350.9, 350.9832, 351.21, 351.4732, 351.67, 351.7631, 352.19, 352.2431, 352.4231, 352.4531, 352.62, 352.743, 353.09, 353.273, 353.473, 353.6, 353.843, 353.973, 354.02, 354.46, 354.75, 354.873, 355.29, 355.79, 356.3, 356.67, 357.12, 357.5, 357.84, 358.0, 358.8, 359.2, 360.0, 360.9, 361.8, 362.5, 363.5, 364.5, 365.4, 365.7, 366.0, 366.5233, 367.3234, 367.9735, 368.7736, 369.5436, 370.1237]"
Cc1cccc(C)c1,CCCCCCCCCC,"[361.71, 362.9, 364.36, 366.17, 368.41, 370.55, 373.16, 373.4743, 376.04, 379.49, 383.5723, 383.66, 386.43, 391.29, 393.6703]"
C=Cc1ccccc1,Nc1ccccc1,"[363.1264, 373.1244]"
O=C=O,CC(=O)O,[298.15]
O=C=O,CCOCC,[298.45]
CC=O,CC(C)=O,"[296.4447, 298.7443, 301.5435, 303.443, 306.0422, 310.7408, 316.2391, 321.0377, 323.437, 326.2361, 348.15]"
CC=O,COC(C)=O,"[298.2943, 299.1942, 304.6926, 305.7923, 309.0913, 313.29, 314.8895, 321.1876, 323.187, 325.2864, 373.15]"
CC=O,C[C@@H]1CO1,"[294.6451, 294.7451, 294.845, 294.965, 295.045, 295.235, 295.6949, 296.2448, 296.9446, 297.4445, 297.8444, 298.15, 298.3443, 298.5443, 298.9442, 300.4439, 301.5435, 302.7432, 304.3427, 305.4424, 348.15]"
CCC=O,C1CCCCC1,[318.1386]
CCC=O,CCC(C)=O,[318.1386]
CCC=O,COC(C)=O,"[313.0801, 313.0901]"
CCC=O,CCOC(C)=O,"[303.1431, 303.163, 303.173, 303.183, 313.1401, 313.16, 313.17, 313.18]"
CCCC=O,CCCCCCC,"[318.1386, 343.1321]"
CCCC=O,c1ccccc1,"[313.1401, 343.1321]"
CCCC=O,CC(=O)O,[323.2]
CCCC=O,O,"[323.1371, 338.1334]"
CC(C)=O,CCCCCC,"[253.166, 268.154, 293.138, 308.132, 318.1285, 322.67, 322.69, 322.7271, 322.7571, 322.78, 322.8171, 322.82, 322.8471, 322.88, 322.9071, 322.93, 322.967, 322.977, 323.127, 323.16, 323.43, 323.4369, 323.6668, 323.83, 324.0367, 324.0567, 324.16, 324.4766, 324.6, 324.6965, 324.8865, 325.08, 325.5763, 325.73, 326.6359, 326.82, 327.02, 327.84, 328.1255, 328.67, 328.9253, 330.0, 331.2945, 332.0343, 333.36, 336.35, 338.78, 340.07]"
CC(C)=O,CCCCCCC,"[323.127, 329.4352, 329.935, 331.1348, 331.3347, 334.1342, 337.1336, 337.6335, 337.9834, 344.6316, 360.127]"
CC(C)=O,C1CCCCC1,"[298.1444, 308.132, 318.1285, 323.1371, 324.28, 324.33, 324.38, 324.57, 324.65, 324.8, 325.05, 325.36, 325.39, 325.85, 326.11, 326.2261, 326.2761, 326.326, 326.4, 326.426, 326.466, 326.526, 326.576, 326.8659, 326.9259, 326.9758, 327.05, 327.1158, 327.3257, 327.3557, 327.4257, 327.6257, 327.9256, 328.01, 328.1255, 328.2255, 328.2355, 328.7253, 329.1252, 329.4651, 329.52, 330.7247, 331.43, 331.6344, 332.3242, 334.38, 336.124, 338.444, 339.48, 341.124, 345.05, 346.9236]"
CC(C)=O,c1ccccc1,"[298.1444, 303.1431, 313.1401, 318.1285, 323.1371, 329.3751, 329.3951, 329.4352, 329.655, 329.7351, 329.825, 330.08, 330.3648, 330.3748, 330.4349, 330.49, 330.63, 330.8247, 330.9, 330.97, 331.0146, 331.32, 331.3445, 331.4745, 331.86, 331.9244, 332.2243, 332.3542, 332.36, 332.39, 332.62, 332.7241, 332.7345, 333.16, 333.17, 333.3343, 333.434, 333.714, 333.724, 333.74, 333.824, 333.86, 334.124, 334.2, 334.544, 334.834, 334.84, 334.944, 335.06, 335.524, 335.774, 335.794, 335.9, 335.9338, 335.97, 336.014, 336.54, 336.604, 336.64, 336.94, 337.31, 337.324, 337.424, 337.624, 337.93, 338.024, 338.14, 338.524, 338.54, 338.6333, 339.524, 339.56, 339.764, 339.824, 339.874, 340.66, 341.03, 341.1327, 341.22, 341.434, 341.924, 342.1324, 342.224, 342.28, 342.724, 342.824, 342.88, 343.36, 343.404, 343.9739, 344.9238, 344.98, 345.38, 345.9237, 345.9312, 346.03, 346.5737, 346.7236, 346.9309, 347.01, 348.0235, 348.3, 348.9734, 349.0634, 349.4734, 349.5234, 349.6234, 351.1432, 351.4232, 352.3231, 352.6231]"
CC(C)=O,CCO,"[298.1444, 328.1255, 329.4252, 329.6751, 329.69, 330.0, 330.03, 330.0749, 330.15, 330.17, 330.2749, 330.3, 330.39, 330.4248, 330.4348, 330.4749, 330.5049, 330.66, 331.03, 331.0746, 331.2, 331.5545, 331.71, 331.76, 331.7744, 331.8, 331.81, 332.1243, 332.2243, 332.43, 332.4345, 332.65, 332.8, 333.06, 333.474, 333.6143, 333.654, 333.774, 333.78, 333.8, 333.96, 334.09, 334.424, 334.44, 334.51, 334.6941, 335.074, 335.304, 335.31, 335.37, 335.9738, 335.974, 336.01, 336.05, 336.24, 336.524, 336.88, 336.89, 336.924, 336.9336, 337.32, 337.944, 338.35, 338.374, 338.39, 338.49, 338.58, 338.724, 339.174, 339.81, 339.874, 339.9, 340.56, 340.68, 340.7928, 340.934, 341.17, 342.174, 342.224, 342.5322, 342.69, 342.99, 343.14, 343.25, 343.274, 343.77, 343.9239, 344.19, 344.53, 344.5416, 345.32, 345.3238, 345.35, 345.3738, 345.41, 345.8612, 346.0812, 346.2237, 346.25, 346.65, 346.97, 346.9809, 347.1236, 347.7807, 347.83, 347.8535, 348.1735, 348.2, 348.3205, 348.91, 349.1403, 349.4, 349.5234, 350.1, 350.12, 350.9097, 353.18, 363.19, 372.6745, 397.6695, 422.5645]"
CC(C)=O,CCCO,"[303.1431, 308.1416, 313.1401, 335.9838, 338.1334, 341.6325, 345.7813, 351.4796, 359.6771]"
CC(C)=O,CC(=O)O,"[301.2436, 301.8434, 305.2424, 305.7423, 308.1416, 309.6411, 309.941, 311.1407, 313.24, 316.4391, 317.4388, 317.9386, 318.7384, 318.8383, 319.1383, 320.9377, 321.6375, 322.1374, 323.9368, 324.7366, 325.2364, 326.4361, 326.736, 326.9359, 328.2355, 329.935, 330.035, 330.235, 330.3349, 332.3242, 332.7345, 333.9342, 334.3341, 334.4341, 335.034, 335.134, 335.3339, 335.724, 336.6337, 337.9334, 338.5333, 339.224, 339.4331, 339.933, 340.5328, 341.7325, 342.1324, 343.0321, 343.324, 343.6319, 343.7319, 344.9315, 346.1312, 346.3311, 347.7235, 347.7307, 348.5304, 349.3302, 349.5301, 350.5298, 350.7298, 351.4296, 351.8294, 352.5292, 352.823, 353.1291, 353.429, 354.5286, 354.7286, 356.528, 356.728, 356.8279, 358.923, 359.6271, 359.7271, 359.827, 361.1268, 363.6263, 365.3259, 365.7259, 366.2233, 366.9256, 368.0254, 368.1254, 370.5249, 372.6245, 373.7243, 374.6241, 374.824, 376.9236, 376.9248, 379.823, 381.7227, 383.126]"
CC(C)=O,COC(C)=O,"[293.1454, 303.1431, 313.1401, 328.8253, 328.9253, 329.0252, 329.1252, 329.2252, 329.4251, 329.6251]"
CC(C)=O,C=COC(C)=O,"[298.1444, 308.1416, 323.1371, 330.0249, 330.3349, 330.9247, 331.5347, 331.9244, 332.9344, 334.124, 334.2342, 335.6339, 336.224, 337.3335, 337.624, 339.1332, 339.524, 341.2326, 342.924, 343.432]"
CC(C)=O,ClC(Cl)(Cl)Cl,"[273.15, 304.3335, 304.3535, 304.3635, 304.3735, 304.3835, 304.4035, 304.4135, 304.4635, 304.6534, 304.6634, 305.0232, 305.0332, 305.3431, 305.8729, 306.3127, 306.4627, 306.4927, 307.3323, 307.4623, 308.5918, 309.9313, 311.7306, 313.7098, 314.6096, 314.6196, 314.6296, 314.6495, 314.6595, 314.6695, 314.6995, 314.7095, 314.8595, 314.9495, 315.0494, 315.2394, 315.5493, 315.8092, 316.1791, 316.7789, 317.0788, 317.1888, 318.0085, 318.1285, 319.3881, 321.0876, 322.6272, 325.9262, 328.4154, 328.9353, 329.1152, 329.1252, 329.1352, 329.1452, 329.1552, 329.1652, 329.2252, 329.2752, 329.3251, 329.3252, 329.4851, 329.5251, 329.5351, 329.7351, 329.795, 329.885, 329.925, 330.3048, 330.3248, 330.6349, 330.8247, 330.8748, 331.0646, 331.8644, 332.0243, 332.1646, 332.8344, 332.9541, 333.224, 333.7243, 335.034, 335.124, 335.8538, 336.3337, 337.574, 338.124, 339.1132, 339.833, 340.3229, 341.7625, 341.8324, 341.864, 341.924, 342.3123, 343.9239, 344.1118, 345.6238, 345.8612, 346.9236, 347.4708]"
CC(C)=O,ClC(Cl)Cl,"[288.141, 293.138, 297.9944, 298.136, 298.1444, 301.2847, 303.134, 308.132, 308.3019, 308.3115, 313.13, 313.5299, 318.1285, 323.127, 323.15, 323.187, 328.06, 328.1255, 328.2255, 328.85, 329.1252, 329.6, 330.1249, 330.3248, 330.4, 330.5248, 330.68, 330.9848, 331.0246, 331.05, 331.1046, 331.3245, 331.81, 331.8844, 331.8944, 332.0243, 332.1243, 332.47, 332.7, 332.7241, 332.8241, 333.16, 333.27, 333.38, 333.424, 333.484, 333.4843, 333.514, 333.66, 333.874, 333.9, 334.05, 334.274, 334.354, 334.374, 334.39, 334.42, 334.524, 334.58, 334.624, 334.814, 334.83, 334.874, 334.88, 334.94, 335.0, 335.124, 335.13, 335.15, 335.154, 335.184, 335.22, 335.26, 335.264, 335.284, 335.31, 335.324, 335.474, 335.524, 335.57, 335.624, 335.724, 335.754, 335.804, 335.824, 335.874, 335.88, 335.914, 336.024, 336.124, 336.234, 336.2837, 336.324, 336.34, 336.344, 336.3837, 336.514, 336.534, 336.6, 336.624, 336.754, 336.784, 336.82, 336.824, 336.904, 336.924, 336.934, 337.0836, 337.1, 337.124, 337.134, 337.19, 337.194, 337.2, 337.224, 337.264, 337.2835, 337.34, 337.35, 337.424, 337.44, 337.454, 337.474, 337.4835, 337.524, 337.55, 337.58, 337.5835, 337.6, 337.61, 337.62, 337.6835]"
CC(C)=O,C[N+](=O)[O-],[318.1285]
CC(C)=O,O,"[293.138, 295.4371, 295.9369, 296.9365, 297.9361, 299.0356, 300.735, 303.8337, 305.55, 305.65, 305.85, 306.3327, 306.45, 306.85, 307.55, 307.85, 308.132, 308.1416, 309.3315, 309.35, 309.75, 310.2312, 311.0308, 311.95, 312.5302, 313.23, 314.6296, 315.0294, 315.25, 315.35, 315.95, 316.15, 316.45, 316.75, 317.15, 317.75, 317.95, 318.15, 318.2285, 318.8283, 318.9283, 319.25, 319.6281, 319.75, 320.15, 320.5278, 321.0276, 321.2276, 321.6275, 321.7274, 322.25, 322.5272, 323.127, 323.75, 323.95, 324.05, 324.15, 324.25, 324.4266, 324.55, 324.75, 324.95, 325.16, 325.75, 325.8262, 325.95, 326.1261, 328.05, 328.1255, 329.1752, 329.2052, 329.2152, 329.2452, 329.2652, 329.2952, 329.3052, 329.3252, 329.3552, 329.3652, 329.3752, 329.3852, 329.4252, 329.4352, 329.5051, 329.5351, 329.5851, 329.5951, 329.7551, 329.8151, 329.825, 329.835, 329.85, 329.885, 329.925, 329.95, 330.0, 330.05, 330.215, 330.2249, 330.3849, 330.4248, 330.5, 330.5248, 330.5849, 330.6249, 330.65, 330.9247, 331.0348, 331.0848, 331.2246, 331.3245, 331.4245, 331.4247, 331.4747, 331.55, 331.5847, 331.6047, 331.6245, 331.7, 331.8446, 331.9346, 332.0, 332.0243, 332.1243, 332.2545, 332.2945, 332.4345, 332.5242, 332.55, 332.6, 332.6242, 332.6745, 332.7241, 332.75, 332.8241, 332.9241, 333.024, 333.0344, 333.0844, 333.124, 333.1244, 333.3043, 333.4843, 333.624, 333.6343, 333.7, 333.8342, 333.8842, 333.9442, 334.024, 334.0342, 334.124, 334.224, 334.3941, 334.55, 334.6341, 334.924, 335.004, 335.034, 335.124, 335.424, 335.4739, 335.4839, 335.7339, 335.824, 335.85, 335.8838, 335.95, 336.024, 336.124, 336.15, 336.424, 336.4837, 336.624, 336.7237, 336.7836, 336.824, 336.8836, 336.95, 337.324, 337.85, 338.124, 338.3933, 338.924, 338.95, 339.324, 339.5831, 339.724, 339.7331, 340.724, 340.924, 341.424, 341.4426, 341.6625, 341.85, 342.024, 342.05, 342.25, 342.624, 342.9321, 343.25, 343.412, 343.432, 343.7239, 344.5239, 344.8238, 344.95, 345.0, 345.0915, 345.3238, 345.4238, 345.5313, 345.8237, 346.7236, 346.8236, 347.1236, 347.35, 347.6236, 347.7307, 347.9306, 347.9606, 348.25, 348.7234, 349.3234, 349.3802, 349.6234, 350.3599, 352.5231, 353.0, 354.323, 354.5786, 354.823, 355.05, 355.223, 356.0282, 356.123, 357.4778, 358.223, 359.4971, 360.6269, 360.923, 362.723, 363.0864, 363.15, 363.223, 363.5, 364.5231, 365.4859, 366.3233, 367.2755, 367.8254, 368.2235, 368.95, 369.0236, 369.2236, 369.3236, 369.3751, 369.765, 369.9237, 369.995, 370.9238, 371.0238, 371.3238, 371.6239, 372.4645, 372.724, 373.0144, 373.124, 375.4245, 383.126, 387.2264, 392.1269, 397.4283, 397.9284, 398.6287, 398.7287, 399.829, 400.4292, 401.3295, 405.1304, 409.9314, 422.6339, 429.1364, 429.4365, 430.4369, 430.637, 430.9371, 431.4373, 433.4381, 437.1392, 450.3439]"
CCC(C)=O,CCCCCCC,"[306.59, 306.72, 306.92, 306.98, 307.36, 307.75, 308.1, 308.37, 308.75, 310.2, 311.75, 314.4, 318.1386, 318.55, 321.45, 347.6, 347.61, 347.75, 347.76, 347.86, 347.92, 348.04, 348.32, 348.44, 348.69, 348.77, 348.95, 349.14, 349.24, 349.74, 349.89, 350.1233, 350.21, 350.2733, 350.3733, 350.51, 350.5733, 350.68, 350.75, 350.85, 351.2232, 351.3232, 351.45, 351.4732, 351.6, 351.72, 351.8231, 352.1731, 352.29, 353.073, 353.173, 353.43, 354.26, 354.52, 354.8, 354.99, 355.373, 357.12, 357.54, 357.61, 359.31, 359.523, 359.92, 361.65, 362.523, 364.71, 365.25, 366.8234, 369.05, 369.2236]"
CCC(C)=O,C1CCCCC1,"[323.1371, 344.6239, 344.7238, 344.8238, 344.9238, 345.1238, 345.2238, 345.3238, 345.4238, 345.5238, 345.7237, 345.9237, 346.1237, 346.3237, 346.7236, 346.7736, 346.8236, 347.1236, 347.2736, 347.8235, 348.0235, 348.1235, 348.2235, 348.4235, 348.9234, 349.6234, 349.8233, 350.1233, 350.7232, 350.9232, 351.1232, 351.7231, 429.5366, 429.6366, 429.9367, 430.1368, 430.637, 431.9375, 432.6378, 433.138, 437.2392, 455.8461, 456.3463, 456.8465, 457.9469, 459.0474, 459.9477, 465.55]"
CCC(C)=O,c1ccccc1,"[298.1444, 313.1401, 323.127, 323.1371, 328.1356, 333.1344, 350.8232, 351.1232, 351.1297, 351.2232, 351.2296, 351.2796, 351.3032, 351.4232, 351.4296, 351.4532, 351.4632, 351.4732, 351.4796, 351.4832, 351.5132, 351.5295, 351.5432, 351.5732, 351.6232, 351.6631, 351.6731, 351.7131, 351.7295, 351.8294, 351.8831, 351.9231, 351.9831, 352.0294, 352.0931, 352.1031, 352.1331, 352.1731, 352.2293, 352.2731, 352.3231, 352.3731, 352.4731, 352.5231, 352.5292, 352.5731, 352.773, 352.923, 352.973, 353.323, 389.5266, 389.8267, 389.9267, 390.0267, 390.1267, 390.2267, 390.3267, 390.6268, 390.7268, 391.6269, 393.227, 405.8305, 405.9306, 406.0306, 406.2306, 406.7307, 407.1308, 407.2308, 407.5309, 407.7309, 408.131, 409.3312, 409.9314, 411.2316, 432.0376, 432.1376, 432.3377, 432.4377, 432.5378, 432.6378, 432.9379, 433.7382, 433.9382, 434.6385, 435.3387, 435.6388, 437.0392, 437.2392, 439.2398, 450.4439, 450.544, 450.644, 450.744, 450.8441, 451.2442, 452.5448, 452.7448, 456.3463, 459.9477, 460.2478, 461.5484, 463.249, 465.1498, 466.2502, 466.3503, 466.4503, 466.8505, 467.0506, 469.1514, 469.8517, 470.652, 472.6528, 479.4555, 479.6556, 479.7556, 480.0558, 480.3559, 482.4567, 483.257, 484.7576, 486.6584]"
CCC(C)=O,CCCCO,"[353.75, 355.39, 356.0, 358.28, 360.2, 361.77, 363.0, 365.23, 366.1, 369.1, 369.36, 372.0, 374.08, 375.2, 378.13, 378.8, 382.42, 385.1, 386.45, 388.0]"
CCC(C)=O,CC(=O)O,"[323.1371, 323.2, 351.1297, 352.9791, 353.479, 353.523, 353.88, 354.0288, 354.4287, 354.623, 354.68, 354.8285, 355.6783, 356.1182, 356.59, 356.648, 356.723, 356.77, 357.6577, 358.8273, 359.523, 359.56, 360.017, 361.2567, 362.323, 362.5765, 363.7462, 363.85, 364.14, 364.66, 364.996, 365.2, 365.6233, 366.7, 366.71, 367.4555, 368.6, 368.7752, 369.1, 369.11, 369.5236, 370.035, 370.2, 370.9, 371.3347, 371.85, 371.86, 372.25, 372.5045, 373.7143, 373.7241, 374.864, 375.46, 375.5939, 376.06, 376.4737, 377.3035, 377.55, 377.56, 378.0734, 378.125, 378.57, 379.0132, 379.66, 380.12, 380.5029, 381.5027, 382.25, 382.6325, 383.8, 383.8261, 383.8322, 384.992, 385.6319, 386.5263, 386.8616, 386.96, 387.4515, 388.5513, 388.56, 389.0112, 389.5611, 390.161, 390.6109]"
CCC(C)=O,ClCCCl,[333.1344]
CCC(C)=O,CC#N,"[328.1356, 333.6543]"
CCC(C)=O,O,"[293.138, 308.132, 312.9301, 313.03, 313.13, 313.29, 313.2999, 313.3099, 313.7298, 313.9298, 314.4296, 318.2385, 323.127, 323.14, 325.6263, 325.8262, 325.9262, 327.4257, 329.895, 329.9749, 330.1249, 330.1349, 330.9646, 333.124, 333.744, 335.124, 335.324, 335.624, 335.824, 336.624, 337.474, 337.924, 340.234, 340.434, 340.754, 342.044, 344.0439, 345.5413, 346.4237, 346.521, 346.5237, 346.531, 346.541, 346.561, 346.581, 346.61, 346.611, 346.62, 346.621, 346.6237, 346.63, 346.631, 346.64, 346.65, 346.67, 346.7236, 346.731, 346.741, 346.77, 346.79, 346.8236, 346.84, 346.8509, 346.8736, 346.88, 346.9236, 346.9309, 346.96, 346.9936, 347.0, 347.0109, 347.0236, 347.03, 347.0309, 347.1236, 347.2208, 347.2236, 347.3836, 347.41, 347.42, 347.4208, 347.4236, 347.5007, 347.5236, 347.6236, 347.6307, 347.7235, 347.73, 347.8007, 347.9235, 347.99, 348.1006, 348.3305, 348.4235, 348.4305, 348.51, 348.5735, 348.6235, 348.66, 348.6704, 348.6904, 348.7234, 348.7504, 348.8534, 349.0003, 349.0234, 349.2002, 349.2502, 349.32, 349.3802, 349.5001, 349.5101, 349.5234, 349.69, 349.7101, 349.7601, 349.78, 350.04, 350.1233, 350.13, 350.1733, 350.2699, 350.27, 350.3233, 350.3299, 350.5598, 350.93, 350.9997, 351.2396, 351.3196, 351.34, 351.4232, 351.61, 351.6395, 351.9394, 352.2893, 352.6392, 353.223, 353.52, 354.323, 354.4287, 355.3, 355.59, 356.9, 357.35, 357.723, 358.123, 359.0373, 360.593, 360.66, 362.6965, 363.293, 363.423, 365.1232, 366.1558, 366.3233, 370.005, 370.7238, 371.6239, 371.9646, 372.0346, 372.1046, 372.1946, 372.3245, 372.3845, 372.5145, 372.5845, 372.6845, 372.7744, 372.8644, 385.3262, 385.4262, 386.1263, 387.7265, 388.0265, 388.5265, 389.3266, 389.4266, 389.6267, 389.7267, 390.1267, 392.3269, 394.1273, 397.3283]"
CCC(=O)CC,CC(=O)O,"[342.9821, 375.224, 375.6239, 377.6235, 379.2232, 381.0228, 382.4225, 384.4221, 387.5215, 389.4211]"
O=C1CCCCC1,OC1CCCCC1,"[335.65, 336.25, 336.9336, 337.5335, 337.85, 338.75, 339.1332, 339.55, 341.25, 342.2323, 342.25, 344.15, 346.3311, 346.35, 347.25, 348.45, 349.85, 350.4299, 351.25, 364.1231, 364.3231, 365.1232, 365.3259, 365.9233, 365.9258, 367.4255, 368.3235, 369.4251, 369.5236, 372.5239, 372.8244, 373.124, 374.7243, 375.7239, 375.9246, 377.7249, 383.126, 383.65, 384.15, 384.55, 384.7221, 384.85, 385.85, 386.1218, 386.5217, 386.85, 387.45, 388.2214, 388.75, 388.95, 389.95, 390.35, 390.8208, 390.85, 391.45, 392.15, 392.7205, 392.85, 393.85, 405.7179, 407.4175, 408.5173, 410.8168, 411.9166]"
CO,CCO,"[298.1444, 303.15, 313.15, 337.83, 338.19, 338.22, 338.41, 338.72, 338.724, 338.78, 338.924, 339.27, 339.4, 339.524, 339.724, 339.76, 339.78, 340.024, 340.05, 340.13, 340.2, 340.224, 340.424, 340.5, 340.57, 340.624, 340.66, 340.724, 340.824, 341.06, 341.19, 341.224, 341.424, 341.47, 341.49, 341.5, 341.71, 341.724, 341.84, 341.86, 342.124, 342.27, 342.324, 342.4, 342.424, 342.43, 342.83, 343.124, 343.2, 343.21, 343.24, 343.46, 343.5, 343.72, 343.7239, 343.96, 344.0239, 344.05, 344.1239, 344.4, 344.65, 344.8238, 344.98, 345.16, 345.37, 345.4, 345.4238, 345.6, 345.6238, 345.66, 345.77, 345.98, 346.09, 346.1237, 346.2, 346.35, 346.46, 346.6237, 346.7236, 346.78, 347.0236, 347.1236, 347.4236, 347.57, 347.59, 347.64, 347.68, 347.8, 347.8235, 348.1235, 348.21, 348.3235, 348.36, 348.6235, 348.7, 348.9234, 348.98, 349.1, 349.23, 349.63, 349.7233, 349.8233, 349.88, 350.1233, 350.26, 350.4233, 350.71, 350.86, 351.3232, 373.124, 373.1244, 393.127, 413.1164, 413.132]"
CO,CCOC(C)=O,"[291.0958, 291.1958, 291.3957, 291.4957, 291.5957, 291.6957, 292.1956, 292.3955, 293.3953, 295.095, 298.15, 304.6926, 304.7926, 304.9925, 305.1924, 305.4924, 305.8922, 305.9922, 306.792, 307.6917, 309.991, 312.8901, 313.13, 323.127, 324.3867, 324.6866, 324.7866, 325.1864, 325.2864, 325.4864, 325.65, 325.6863, 325.75, 325.85, 325.9862, 326.15, 326.1861, 326.25, 326.35, 326.45, 326.4861, 326.55, 326.75, 326.95, 327.05, 327.25, 327.45, 327.55, 327.95, 328.1356, 328.15, 328.3855, 328.65, 328.95, 329.35, 329.85, 329.95, 329.985, 330.15, 330.45, 330.65, 331.25, 331.55, 331.85, 332.15, 332.1846, 332.55, 332.95, 333.124, 333.45, 334.25, 335.224, 335.234, 335.324, 335.3339, 335.35, 335.424, 335.474, 335.4839, 335.524, 335.5339, 335.59, 335.624, 335.6339, 335.64, 335.65, 335.674, 335.724, 335.7339, 335.75, 335.77, 335.774, 335.85, 335.87, 335.8838, 335.924, 335.94, 335.95, 335.974, 336.024, 336.0338, 336.074, 336.1338, 336.15, 336.17, 336.224, 336.2338, 336.25, 336.2837, 336.35, 336.374, 336.39, 336.424, 336.4337, 336.45, 336.49, 336.524, 336.61, 336.624, 336.65, 336.724, 336.7337, 336.75, 336.824, 336.85, 336.9336, 337.05, 337.074, 337.0836, 337.12, 337.124, 337.1336, 337.174, 337.224, 337.274, 337.324, 337.35, 337.53, 337.5335, 337.65, 337.824, 337.8334, 337.9334, 337.95, 338.29, 338.324, 338.424, 338.45, 338.6333, 338.774, 338.924, 338.9332, 339.124, 339.524, 339.5331, 339.6331, 339.65, 339.924, 340.224, 340.5828, 340.874, 341.2326, 341.3326, 341.59, 341.824, 342.424, 342.75, 343.0321, 343.182, 343.71, 343.7239, 343.85, 343.9, 343.95, 344.01, 344.07, 344.18, 344.32, 344.3739, 344.6239, 344.6316, 344.65, 344.67, 344.85, 344.95, 345.02, 345.21, 345.4238, 345.58, 345.68, 345.88, 345.95, 346.05, 346.22, 346.531, 346.6237, 346.74, 347.05, 347.1236, 347.2736, 347.51, 347.5236, 347.9235, 348.2305, 348.66, 348.74, 349.2734, 350.14, 352.66, 354.16, 355.14, 356.19, 357.55, 358.69, 367.05, 367.15, 367.25, 367.35, 367.45, 367.65, 368.05, 368.15, 368.25, 368.55, 368.85, 369.75, 370.45, 371.05, 371.75, 373.25, 378.25, 381.55, 384.05, 384.15, 384.25, 384.35, 384.45, 384.55, 384.65, 384.75, 384.85, 385.05, 385.85, 386.35, 387.75, 388.35, 392.35, 396.65, 400.65, 407.45]"
CO,CC(C)OC(C)C,"[305.15, 315.15, 320.0, 325.15, 330.0]"
CO,ClCCCl,"[313.13, 323.127, 323.1371, 323.15, 332.05, 332.15, 332.25, 332.45, 332.75, 333.124, 333.15, 333.35, 334.2342, 334.3341, 334.4341, 334.834, 334.934, 334.95, 335.134, 335.234, 336.0338, 336.1338, 336.9336, 337.2336, 337.3335, 337.6335, 339.85, 340.133]"
