SMILES_1,SMILES_2,Temperatures (K)
CCO,O,"[294.9373, 295.2372, 295.687, 295.7449, 295.9369, 296.0448, 296.0868, 296.2867, 296.3447, 296.7366, 297.1864, 297.2364, 297.5362, 297.7445, 298.1344, 298.136, 298.1444, 298.15, 298.186, 298.5443, 298.6858, 298.8857, 300.7438, 300.9849, 301.3847, 302.3343, 303.184, 303.5338, 304.7334, 305.2424, 305.3831, 306.2827, 307.44, 307.45, 307.46, 307.48, 307.5, 307.51, 307.54, 307.56, 307.7, 308.032, 308.1, 308.132, 308.36, 308.6318, 308.82, 309.1316, 309.1816, 309.53, 309.941, 310.7, 310.9809, 311.2308, 311.3807, 311.8305, 312.8901, 312.9301, 313.13, 313.1401, 313.15, 313.71, 314.7295, 315.13, 315.14, 315.15, 315.16, 315.19, 315.26, 315.29, 315.55, 315.9, 316.2291, 316.35, 317.04, 317.3287, 317.6287, 318.05, 318.4284, 318.8283, 319.1282, 320.52, 322.2273, 323.127, 323.1371, 323.15, 323.53, 325.42, 325.43, 325.45, 325.46, 325.51, 325.53, 325.67, 325.89, 326.1, 326.426, 326.476, 326.7259, 326.77, 326.9259, 327.0758, 327.1258, 327.8256, 327.8756, 327.9356, 328.15, 328.3254, 328.4254, 329.2252, 329.26, 329.4251, 329.5751, 330.4248, 330.5248, 330.7747, 330.96, 331.4245, 331.7444, 331.9244, 332.54, 333.124, 333.1344, 333.15, 333.574, 333.924, 334.28, 334.49, 334.57, 334.6841, 334.7341, 334.94, 335.034, 335.16, 335.214, 335.51, 335.524, 335.5339, 335.624, 335.774, 335.824, 335.8838, 336.124, 336.15, 336.324, 336.3837, 336.624, 336.724, 336.7836, 336.924, 337.13, 337.324, 337.42, 337.424, 337.524, 337.5335, 337.624, 337.75, 337.824, 337.97, 338.124, 338.174, 338.424, 339.1332, 340.224, 340.2329, 340.324, 340.624, 340.724, 340.824, 340.924, 341.01, 341.124, 341.324, 341.624, 342.274, 342.424, 342.774, 342.824, 342.924, 343.124, 343.1321, 343.7739, 343.8739, 345.2238, 345.3238, 345.4238, 345.5238, 345.6238, 345.73, 346.0737, 346.1312, 347.1236, 347.76, 347.9135, 348.1235, 348.91, 348.9234, 349.1234, 349.6234, 349.77, 350.4233, 350.5233, 350.8297, 351.0297, 351.1232, 351.1297, 351.2, 351.21, 351.2232, 351.2296, 351.2496, 351.26, 351.27, 351.2832, 351.2896, 351.29, 351.3, 351.3096, 351.31, 351.3232, 351.3296, 351.33, 351.3396, 351.34, 351.35, 351.36, 351.3696, 351.37, 351.3796, 351.3832, 351.39, 351.4, 351.4096, 351.41, 351.42, 351.4232, 351.4296, 351.43, 351.4396, 351.44, 351.4496, 351.45, 351.46, 351.4696, 351.4796, 351.48, 351.4995, 351.5, 351.5232, 351.5295, 351.55, 351.5595, 351.5695, 351.57, 351.58, 351.5995, 351.6, 351.6232, 351.6295, 351.6395, 351.64, 351.65, 351.6595, 351.66, 351.67, 351.6795, 351.6995, 351.7, 351.7231, 351.7295, 351.74, 351.75, 351.7595, 351.76, 351.77, 351.78, 351.7895, 351.82, 351.8394, 351.87, 351.8794, 351.88, 351.8894, 351.9, 351.92, 351.9231, 351.9294, 351.94, 351.95, 351.9594, 351.96, 351.9894, 352.01, 352.0194, 352.0231, 352.0294, 352.03, 352.04, 352.0794, 352.08, 352.11, 352.12, 352.1231, 352.1294, 352.15, 352.16, 352.17, 352.1793, 352.19, 352.2231, 352.2293, 352.2793, 352.32, 352.3231, 352.3293, 352.33, 352.34, 352.35, 352.3693, 352.39, 352.3993, 352.4293, 352.4793, 352.49, 352.5, 352.51, 352.5292, 352.5692, 352.5792, 352.6231, 352.6292, 352.64, 352.65, 352.66, 352.6792, 352.723, 352.7292, 352.73, 352.7792, 352.8391, 352.85, 352.87, 352.8791, 352.88, 352.8991, 352.92, 352.923, 352.9491, 352.96, 352.9691, 352.98, 353.01, 353.0191, 353.023, 353.0291, 353.03, 353.033, 353.06, 353.07, 353.0891, 353.09, 353.123, 353.1291, 353.15, 353.159, 353.2, 353.223, 353.229, 353.309, 353.323, 353.35, 353.369, 353.379, 353.39, 353.4, 353.419, 353.423, 353.43, 353.44, 353.45, 353.479, 353.5, 353.5189, 353.53, 353.55, 353.59, 353.6089, 353.62, 353.623, 353.6289, 353.65, 353.653, 353.66, 353.673, 353.6989, 353.7, 353.7189, 353.723, 353.7289, 353.7789, 353.7889, 353.823, 353.83, 353.84, 353.8788, 353.89, 353.91, 353.923, 353.9288, 353.95, 353.99, 353.9988, 354.0, 354.023, 354.043, 354.0788, 354.11, 354.123, 354.1787, 354.23, 354.25, 354.2787, 354.28, 354.29, 354.323, 354.34, 354.3787, 354.41, 354.4287, 354.46, 354.4687, 354.4787, 354.5, 354.51, 354.523, 354.53, 354.55, 354.5786, 354.623, 354.6486, 354.65, 354.6786, 354.7, 354.723, 354.7686, 354.79, 354.8, 354.81, 354.823, 354.8785, 354.88, 354.89, 354.923, 354.9285, 354.94, 354.963, 354.97, 354.9785, 354.99, 355.023, 355.0285, 355.0685, 355.113, 355.123, 355.16, 355.1784, 355.21, 355.23, 355.273, 355.28, 355.2884, 355.323, 355.3284, 355.3784, 355.38, 355.4084, 355.423, 355.4284, 355.523, 355.5583, 355.57, 355.6, 355.6083, 355.623, 355.6283, 355.65, 355.6783, 355.683, 355.74, 355.79, 355.8, 355.8282, 355.85, 355.873, 355.9082, 355.92, 355.923, 355.943, 356.023, 356.0282, 356.063, 356.07, 356.123, 356.1282, 356.223, 356.2481, 356.323, 356.3281, 356.33, 356.3481, 356.3781, 356.38, 356.3981, 356.42, 356.423, 356.43, 356.48, 356.498, 356.523, 356.543, 356.56, 356.59, 356.593, 356.62, 356.623, 356.628, 356.638, 356.66, 356.778, 356.823, 356.87, 356.9079, 356.92, 357.03, 357.0479, 357.07, 357.123, 357.14, 357.153, 357.16, 357.27, 357.2878, 357.3, 357.323, 357.3278, 357.3678, 357.4278, 357.4578, 357.463, 357.4877, 357.49, 357.55, 357.6, 357.623, 357.6577, 357.6777, 357.69, 357.7177, 357.823, 357.8476, 357.873, 357.93, 357.9776, 358.0, 358.0276, 358.073, 358.1, 358.12, 358.2275, 358.23, 358.253, 358.323, 358.4075, 358.423, 358.51, 358.523, 358.613, 358.62, 358.6274, 358.723, 358.7674, 358.79, 358.7974, 358.8573, 358.86, 358.923, 358.95, 359.0873, 359.123, 359.2, 359.223, 359.2272, 359.26, 359.3272, 359.41, 359.55, 359.5871, 359.7, 359.723, 359.79, 359.823, 359.897, 359.927, 359.96, 360.023, 360.177, 360.197, 360.223, 360.227, 360.323, 360.33, 360.423, 360.5, 360.51, 360.523, 360.5769, 360.593, 360.623, 360.63, 360.69, 360.87, 360.8868, 360.95, 361.01, 361.023, 361.0768, 361.223, 361.2567, 361.323, 361.443, 361.45, 361.523, 361.5767, 361.623, 361.6267, 361.65, 361.723, 361.823, 362.0466, 362.16, 362.19, 362.25, 362.323, 362.423, 362.523, 362.5765, 362.823, 362.89, 363.0264, 363.123, 363.15, 363.3, 363.4463, 363.45, 363.5763, 363.5963, 363.6231, 363.7231, 363.82, 363.8262, 363.83, 363.9, 364.0231, 364.1762, 364.23, 364.32, 364.4261, 364.68, 364.7232, 364.9232, 364.926, 364.976, 365.0232, 365.1232, 365.126, 365.3232, 365.3259, 365.4232, 365.5232, 365.61, 365.65, 365.84, 365.88, 365.9233, 366.0233, 366.0258, 366.0758, 366.1258, 366.25, 366.29, 366.5157, 366.5233, 366.5457, 366.61, 366.6234, 366.6257, 366.7234, 366.8734, 366.9234, 367.05, 367.0656, 367.0756, 367.35, 367.4234, 367.4255, 367.5234, 367.5855, 367.75, 367.9235, 368.0235, 368.0354, 368.1054, 368.1235, 368.18, 368.3235, 368.38, 368.5235, 368.5253, 368.6236, 368.6253, 368.7236, 368.7752, 368.8736, 368.88, 369.0952, 369.1236, 369.14, 369.1452, 369.2252, 369.27, 369.65, 369.6651, 369.7237, 369.8, 369.825, 369.83, 369.975, 370.0237, 370.1737, 370.185, 370.68, 370.7049, 370.7238, 370.8238, 370.9238, 370.96, 371.1848, 371.2248, 371.4147, 371.4247, 371.45, 371.5238, 371.5247, 371.6047, 371.6239, 371.6247, 371.6747, 371.7247, 371.7446, 371.75, 371.7946, 371.86, 371.87, 371.9846, 372.0539, 372.1746, 372.33, 372.3645, 372.4239, 372.52, 372.5545, 372.7444, 372.77, 372.9344, 372.97, 373.1244, 373.15, 377.925, 380.1254, 380.4255, 380.6255, 380.9256, 383.126, 385.1262, 385.6263, 387.1264, 393.7272, 397.7284, 397.8284, 398.1285, 399.0288, 399.4289, 400.3292, 400.7293, 402.0297, 402.1297, 403.5, 404.3302, 406.3306, 414.9324, 423.134, 423.2, 423.7]"
CCO,COC(=O)OC,"[313.15, 348.05, 348.18, 348.32, 348.44, 348.45, 348.46, 348.57, 348.61, 348.66, 348.7, 348.73, 348.75, 348.85, 348.86, 348.87, 348.93, 348.98, 349.0, 349.06, 349.15, 349.17, 349.2, 349.34, 349.39, 349.4, 349.6, 349.68, 349.76, 349.83, 349.98, 350.0, 350.23, 350.29, 350.45, 350.7, 350.71, 350.95, 351.13, 351.19, 351.25, 351.56, 352.2, 353.19, 353.42, 354.07, 354.14, 355.07, 355.97, 357.07, 357.56, 358.27, 359.81, 361.0, 361.13, 361.7, 362.37]"
CCCO,CCCCCCC,"[333.1344, 357.3278, 357.3778, 357.4778, 357.5777, 357.723, 357.7277, 357.823, 357.8276, 357.923, 357.9776, 358.323, 358.4775, 358.7274, 358.823, 359.1273, 359.223, 359.2272, 360.027, 360.223, 360.3769, 360.6269, 361.4267, 361.923, 362.623, 362.8764, 365.176, 366.9256, 498.11]"
CCCO,CCCCCCCC,"[358.15, 363.1264, 366.72, 366.73, 366.76, 366.79, 366.84, 366.92, 366.97, 367.12, 367.2, 367.21, 367.63, 368.11, 368.36, 368.38, 369.45, 373.01, 375.71]"
CCCO,CCC(=O)CC,"[367.6255, 367.7255, 368.2254, 369.5251, 371.5247]"
CCCO,CC(C)CO,"[323.127, 333.124, 343.124, 353.123, 370.9238, 371.7239, 372.3239, 373.124, 373.9242, 374.9244, 376.3246, 377.3248, 379.1252, 379.9254]"
CCCO,CC(=O)O,"[313.15, 371.2248, 372.6245, 373.6243, 373.7243, 374.5241, 375.8238, 376.3237, 377.0236, 378.3233, 378.5233, 378.8232, 379.6231, 379.823, 380.7229, 380.8228, 381.6227, 382.7225, 383.1224, 384.0222, 384.7221, 385.222, 386.1218, 386.6217, 387.2216, 387.5215, 388.5213, 388.6213, 389.3211, 389.4211, 389.5211, 389.6211, 390.021]"
CCCO,Clc1ccccc1,"[331.15, 331.25, 331.35, 331.45, 331.55, 331.65, 331.85, 331.95, 332.05, 332.15, 332.35, 332.55, 332.65, 333.05, 333.45, 333.95, 334.55, 335.25, 336.05, 337.85, 340.35, 343.45, 347.1236, 347.3236, 347.5236, 347.8235, 347.95, 348.1235, 348.7234, 350.7232, 350.75, 351.9231, 356.423, 363.8231, 368.1235, 368.15, 369.35, 369.45, 369.55, 369.65, 369.85, 370.15, 370.55, 370.95, 371.35, 371.85, 372.35, 372.85, 373.55, 374.45, 375.25, 376.55, 378.05, 379.75, 381.95, 384.95, 388.75, 389.05, 389.15, 389.25, 389.35, 389.55, 389.85, 390.25, 390.65, 391.25, 391.85, 392.55, 392.65, 393.55, 394.55, 395.65, 396.95, 397.45, 398.45, 399.95, 400.25, 401.85, 401.95, 402.05, 402.15, 402.25, 402.55, 402.75, 403.05, 403.45, 403.95, 404.45, 404.95, 405.65, 406.45, 407.35, 408.05, 408.15, 409.45, 411.15, 411.95, 413.05, 415.65, 415.75, 419.05, 419.75, 423.55, 424.35, 425.05, 427.85, 428.55, 434.75, 439.35, 443.25, 446.15]"
CCCO,CCCCCN,[333.1344]
CCCO,O,"[303.4839, 323.047, 329.805, 329.875, 329.955, 329.9649, 330.2049, 330.6447, 331.3145, 331.84, 331.93, 331.94, 331.99, 332.06, 332.08, 332.17, 332.26, 332.27, 332.4442, 332.51, 332.82, 332.83, 333.124, 333.1344, 333.43, 334.27, 334.33, 334.344, 335.9, 335.92, 335.964, 337.06, 337.88, 338.46, 338.704, 339.064, 339.5, 340.49, 340.52, 345.0438, 345.1238, 345.2138, 345.2638, 345.5438, 346.0937, 346.6137, 347.5, 347.52, 347.53, 347.55, 347.63, 347.73, 347.74, 347.8, 347.91, 348.1235, 348.14, 348.28, 348.51, 348.63, 348.99, 349.51, 349.5834, 349.92, 350.2299, 350.4299, 350.5298, 350.6298, 350.7, 350.7298, 350.93, 351.8031, 352.0294, 352.44, 352.5292, 352.78, 352.923, 352.9291, 353.1291, 353.429, 353.9788, 354.43, 354.53, 354.803, 354.9285, 354.933, 354.983, 355.003, 355.063, 355.1285, 355.2284, 355.3284, 355.343, 355.4284, 355.6283, 355.8282, 355.9282, 355.993, 356.0282, 356.06, 356.35, 356.4281, 356.463, 356.4781, 356.628, 356.8779, 356.9279, 357.2278, 357.3, 357.7277, 358.02, 358.103, 358.5274, 359.403, 359.4272, 360.27, 360.28, 360.32, 360.33, 360.4, 360.423, 360.44, 360.45, 360.47, 360.49, 360.5, 360.51, 360.52, 360.5269, 360.53, 360.55, 360.57, 360.59, 360.6, 360.62, 360.623, 360.6269, 360.65, 360.663, 360.673, 360.7, 360.703, 360.7169, 360.72, 360.73, 360.7468, 360.75, 360.76, 360.77, 360.7768, 360.78, 360.783, 360.8, 360.8068, 360.82, 360.823, 360.8268, 360.8468, 360.85, 360.86, 360.8768, 360.8968, 360.9, 360.91, 360.913, 360.923, 360.93, 360.9368, 360.95, 360.953, 360.9568, 360.973, 360.98, 360.99, 361.0, 361.003, 361.01, 361.023, 361.05, 361.073, 361.0768, 361.083, 361.1, 361.1068, 361.12, 361.123, 361.14, 361.15, 361.16, 361.1668, 361.193, 361.2, 361.223, 361.2268, 361.25, 361.3, 361.323, 361.33, 361.35, 361.383, 361.4, 361.423, 361.43, 361.4367, 361.473, 361.5067, 361.523, 361.56, 361.5967, 361.6, 361.61, 361.623, 361.6267, 361.63, 361.673, 361.6967, 361.7, 361.723, 361.77, 361.8, 361.8266, 361.85, 361.87, 361.873, 361.9, 361.9166, 361.95, 361.973, 361.98, 362.05, 362.0766, 362.083, 362.1, 362.123, 362.173, 362.223, 362.3, 362.323, 362.34, 362.35, 362.41, 362.423, 362.4265, 362.46, 362.463, 362.473, 362.5, 362.5265, 362.553, 362.66, 362.723, 362.7265, 362.8, 362.81, 362.8264, 362.85, 362.9, 362.9864, 363.05, 363.15, 363.2, 363.3, 363.3663, 363.523, 363.553, 363.6, 363.61, 363.6231, 363.65, 363.8, 363.8231, 363.9, 363.9231, 364.0262, 364.09, 364.1731, 364.2, 364.28, 364.3, 364.4731, 364.5131, 364.5261, 364.5731, 364.6, 364.6232, 364.65, 364.7261, 364.8, 364.8232, 364.92, 364.9232, 365.006, 365.046, 365.06, 365.1, 365.1232, 365.2459, 365.3332, 365.4, 365.4232, 365.45, 365.4732, 365.55, 365.7233, 365.75, 365.8233, 365.9, 365.9233, 365.9958, 366.0333, 366.07, 366.1, 366.2, 366.5233, 366.5733, 366.6234, 366.69, 366.7756, 366.87, 367.0234, 367.0356, 367.3934, 367.47, 367.6, 367.77, 367.84, 367.8754, 367.9054, 367.9235, 368.0, 368.1235, 368.2135, 368.3, 368.5235, 368.56, 368.64, 368.6636, 368.71, 369.0052, 369.07, 369.4, 369.5236, 369.5951, 369.6251, 369.6751, 370.23, 370.7748, 371.3047, 371.7139, 371.8239, 371.95, 372.2246, 403.2, 413.2, 423.2]"
CC(C)O,C[N+](=O)[O-],[298.1444]
CC(C)O,c1ccncc1,"[298.1444, 303.1431, 308.1416, 313.1401, 318.1386, 328.1356, 338.1334, 348.1306]"
CCCCO,CCCCCCCC,"[373.15, 382.32, 382.3258, 382.35, 382.4, 382.4259, 382.43, 382.57, 382.62, 382.63, 382.8259, 382.86, 383.04, 383.21, 383.38, 383.426, 383.6261, 383.8, 383.97, 384.5261, 384.89, 385.0262, 385.19, 385.59, 385.62, 386.0, 386.25, 387.1264, 387.29, 387.3, 387.56, 387.89, 388.7266, 389.12]"
CCCCO,CCCCCCCCCC,"[358.15, 373.15, 388.15]"
CCCCO,CC(=O)O,"[323.2, 353.45, 354.55, 355.75, 356.95, 357.65, 358.15, 358.55, 358.65, 358.75, 359.15, 359.35, 359.75, 359.95, 360.15, 360.25, 360.35, 371.85, 372.95, 373.45, 374.05, 374.65, 374.75, 375.25, 375.75, 376.25, 376.35, 376.95, 377.05, 377.45, 377.55, 391.2208, 391.8206, 391.9206, 392.3205, 392.5205, 393.0204, 393.6203, 393.9202, 394.2202, 394.7201, 394.82, 395.22, 395.4199, 395.7199]"
CCCCO,CCCCOC(C)=O,"[323.8468, 323.9168, 323.9268, 323.9668, 324.0267, 324.1867, 324.2267, 324.3266, 324.3867, 324.5466, 324.6266, 324.9465, 325.4164, 325.4263, 326.626, 327.8256, 328.2755, 333.1344, 349.5234, 349.6234, 349.9233, 350.0233, 350.3233, 351.3232, 351.4232, 353.1291, 364.3761, 364.6261, 364.6461, 364.986, 365.046, 365.186, 365.7558, 365.9858, 366.9056, 368.0454, 373.1244, 383.3123, 383.4323, 383.4823, 383.6923, 383.8822, 384.2621, 384.902, 386.0718, 387.6215, 389.0412, 389.3266, 389.4266, 389.4711, 389.5266, 389.54, 389.55, 389.56, 389.5711, 389.65, 389.6711, 389.6767, 389.68, 389.69, 389.72, 389.7267, 389.74, 389.76, 389.82, 389.83, 389.84, 389.871, 389.9, 389.9267, 389.93, 389.94, 389.96, 389.971, 390.0267, 390.07, 390.071, 390.1267, 390.13, 390.15, 390.17, 390.171, 390.2, 390.2267, 390.2509, 390.2709, 390.32, 390.38, 390.4267, 390.44, 390.48, 390.5209, 390.5309, 390.5709, 390.6268, 390.65, 390.69, 390.71, 390.72, 390.82, 390.8908, 390.9268, 390.97, 390.9708, 391.0268, 391.23, 391.29, 391.37, 391.3707, 391.5268, 391.6107, 391.67, 391.7706, 391.78, 392.0269, 392.0706, 392.13, 392.2269, 392.34, 392.3605, 392.53, 392.5705, 392.6, 392.9704, 393.07, 393.1204, 393.227, 393.25, 393.4703, 393.6903, 393.77, 393.9702, 393.98, 394.31, 394.3274, 394.42, 394.4701, 394.8775, 394.97, 395.02, 395.12, 395.3699, 395.3899, 395.56, 395.6699, 395.89, 396.08, 396.5697, 396.59, 396.9096, 397.43, 397.4695, 397.48, 398.0694]"
CC(C)CO,CCCCCCCC,"[373.15, 376.58, 376.6, 376.67, 376.69, 376.73, 376.77, 376.8, 376.95, 377.13, 377.33, 377.37, 377.45, 377.65, 377.76, 377.86, 378.15, 378.73, 378.97, 379.86, 379.96, 381.01, 382.27, 383.06, 387.52, 388.75]"
CC(C)CO,CCCCO,"[313.1401, 381.5227, 381.7227, 381.8226, 382.2226, 382.5125, 382.5225, 382.6225, 383.0224, 383.1724, 383.4223, 383.6223, 383.7023, 383.9222, 384.3221, 384.5221, 384.7221, 385.122, 385.4019, 385.4219, 386.0218, 386.5217, 386.6317, 387.1216, 387.4215, 387.6215, 387.8214, 388.1214, 388.3113, 388.3213, 388.6213, 388.7213, 389.6211, 520.1701, 522.1707, 524.1713, 526.1719, 528.1725, 530.1731, 547.1788]"
CC(C)CO,c1ccncc1,[313.1401]
CC(C)CO,CS(C)=O,"[383.06, 386.99, 389.58, 392.92, 394.45, 397.54, 400.81, 404.25, 407.71, 411.65, 414.7, 418.4, 421.0, 425.4, 430.01, 433.32, 439.03, 444.18, 447.81, 452.15, 455.11]"
CC[C@H](C)O,CCCCCCCC,"[358.15, 370.86, 370.87, 370.99, 371.02, 371.14, 371.22, 371.34, 371.37, 371.43, 371.88, 372.02, 372.26, 372.78, 374.32, 375.25, 377.62, 379.14, 380.0, 383.95]"
CC[C@H](C)O,CCCCO,"[298.15, 313.1401, 328.3655, 329.6051, 330.9748, 332.4145, 333.9042, 335.5139, 337.2136, 338.9932, 340.8227, 373.9242, 375.224, 375.6239, 376.2337, 376.3237, 376.6237, 377.1236, 377.6235, 378.3233, 378.4233, 379.0232, 380.7229, 381.1228, 381.7227, 381.8226, 382.9224, 383.8222, 384.1222, 384.922, 385.9218, 386.1218, 386.6217, 386.7217, 387.0216, 387.7215, 388.3213, 389.6811]"
CC[C@H](C)O,O,"[293.138, 298.1444, 318.19, 338.37, 345.1938, 345.2338, 345.2638, 345.2838, 345.6337, 345.8937, 346.5237, 348.1535, 348.4835, 350.7232, 353.45, 354.643, 354.663, 354.713, 354.723, 354.733, 355.293, 355.393, 356.163, 357.353, 358.073, 360.123, 360.223, 360.323, 360.393, 360.45, 360.493, 360.5, 360.523, 360.56, 360.623, 360.63, 360.633, 360.653, 360.683, 360.703, 360.713, 360.723, 360.73, 360.823, 360.9, 360.923, 361.123, 361.223, 361.3, 361.39, 361.523, 361.593, 361.61, 361.84, 362.05, 362.123, 362.153, 362.26, 362.423, 362.49, 362.78, 362.79, 363.323, 363.35, 363.4, 363.56, 363.9, 364.1231, 364.1831, 364.22, 364.28, 364.3231, 364.6232, 365.02, 365.8233, 366.11, 366.4833, 366.8, 366.9234, 367.04, 367.36, 367.4234, 368.16, 368.25, 368.9236, 368.96, 369.7237, 370.6238, 371.84]"
CC(C)(C)O,CCCCCCCC,"[343.15, 354.72, 354.91, 354.94, 354.96, 355.14, 355.49, 355.5, 355.52, 355.55, 355.56, 355.58, 355.77, 356.01, 356.04, 356.28, 356.47, 356.81, 357.12, 357.13, 357.6, 358.26, 358.54, 359.28, 360.33, 361.44, 362.27, 362.8, 364.1, 365.88, 366.1, 369.08, 371.37, 373.93, 374.52, 378.27, 382.45, 392.8]"
CC(C)(C)O,CCCCO,"[313.1401, 314.1697, 316.0492, 318.1086, 320.3979, 323.0671, 326.2261, 329.6451, 333.3543, 335.8638, 337.8934, 338.0034, 340.3329, 342.9321, 346.0212, 349.1902, 352.7592, 355.6283, 356.8779, 357.7277, 357.8176, 359.4272, 360.2969, 361.1268, 361.6267, 362.0266, 363.2264, 364.5261, 366.3257, 366.5457, 368.5253, 370.175, 373.9342, 374.0242, 375.4239, 377.4235, 378.2234, 378.5233, 382.1226, 383.1824, 383.3723, 385.172, 387.9714]"
CC(C)(C)O,CC(C)CO,"[313.1401, 354.9, 356.518, 357.4, 357.9, 359.4971, 360.3, 361.7, 361.7067, 363.4, 364.2, 364.2961, 366.0, 367.3255, 368.0354, 369.0, 369.6751, 370.7249, 372.6745, 372.8, 373.6, 374.6241, 375.8, 376.5137, 377.0]"
CC(C)(C)O,CC[C@H](C)O,"[313.1401, 356.1282, 356.528, 357.7777, 358.8773, 360.027, 361.0268, 362.6265, 363.6263, 364.4261, 365.3259, 366.2258, 366.9256, 367.9254, 368.5253, 369.4251, 370.6249, 371.6247, 372.1246]"
CC(C)(C)O,c1ccncc1,[313.1401]
CC(C)(C)O,O,"[303.134, 303.184, 308.3915, 308.4915, 308.5414, 308.5914, 308.6414, 308.6914, 308.7414, 308.9913, 309.0913, 309.4912, 310.2312, 310.4311, 311.0308, 311.1906, 311.4307, 312.2403, 313.18, 315.9292, 316.9289, 317.3388, 320.3278, 323.127, 327.5257, 327.6257, 328.7253, 329.6251, 330.5349, 330.5849, 330.6849, 330.7848, 330.8348, 330.9348, 331.1348, 331.1848, 331.3347, 331.3847, 331.8846, 331.9346, 333.7343, 336.424, 338.5333, 339.624, 342.0324, 342.0824, 342.124, 342.1823, 342.2823, 342.3323, 342.3823, 342.4323, 342.4823, 342.7822, 342.8321, 343.0321, 343.1321, 348.1235, 348.1306, 351.3, 351.6, 351.7, 352.0, 352.1, 352.2, 352.4, 352.4793, 352.5292, 352.6, 352.69, 352.7, 352.76, 352.7792, 352.8, 352.8291, 352.85, 352.8791, 352.9, 352.97, 353.0, 353.01, 353.0291, 353.1291, 353.179, 353.2, 353.229, 353.23, 353.25, 353.329, 353.36, 353.379, 353.38, 353.39, 353.44, 353.5, 353.57, 353.5789, 353.6, 353.6289, 353.65, 353.7, 353.7289, 353.8, 353.85, 353.86, 353.88, 353.9288, 354.0, 354.1288, 354.15, 354.2, 354.2287, 354.25, 354.3, 354.3287, 354.4, 354.45, 354.49, 354.5, 354.5286, 354.53, 354.6, 354.7, 354.75, 354.76, 354.8, 354.93, 354.95, 354.98, 355.0285, 355.2284, 355.49, 355.57, 355.7, 355.71, 356.0, 356.24, 356.41, 356.528, 357.27, 357.7277, 358.2, 359.3772, 360.8268, 361.6, 361.7, 363.6263, 368.7253, 368.7752, 368.8252, 369.1252, 369.2, 369.4751, 369.825, 370.075, 370.2749, 370.3249, 370.4249, 371.1248, 372.5245]"
C=CCO,Cc1ccccc1,"[362.9764, 364.6261, 364.826, 365.026, 365.126, 365.226, 365.5559, 366.0258, 366.0358, 366.9256, 367.1256, 367.2256, 367.2455, 367.5455, 368.4253, 369.2252, 369.5251, 370.125, 371.1248, 372.7245, 378.6233, 380.223]"
Cc1cccc(O)c1,c1ccc2ncccc2c1,"[433.5126, 453.411, 473.41, 523.11, 548.111, 573.111, 598.1102]"
O=CO,CC(=O)O,"[313.19, 317.6486, 318.3184, 318.7783, 319.0482, 319.718, 320.2079, 320.8077, 320.8777, 321.8174, 322.3272, 322.6971, 324.0267, 325.3163, 326.0961, 326.306, 328.1255, 330.2849, 331.5545, 333.514, 334.504, 373.9242, 374.0642, 374.1242, 374.2242, 374.3242, 374.6243, 374.6341, 374.754, 375.024, 375.0244, 375.224, 375.4439, 375.5239, 375.5245, 375.8245, 375.9238, 375.9738, 376.0246, 376.2146, 376.4237, 376.6237, 376.8236, 376.9248, 377.0248, 377.1148, 377.1248, 377.2236, 377.4235, 377.8234, 377.8249, 377.8634, 378.225, 378.3233, 378.325, 378.4233, 378.4251, 379.0832, 379.2252, 379.5553, 379.7253, 379.8253, 379.873, 379.9254, 380.123, 380.6729, 381.0228, 381.0256, 381.2156, 381.2228, 381.4257, 381.6257, 381.7626, 381.9226, 382.5259, 382.7424, 382.8259, 383.6561, 383.7261, 383.8122, 383.9261, 384.0722, 384.1322, 384.2261, 384.6921, 385.092, 385.4262, 386.0263, 386.1763, 386.2218, 386.4263, 387.0216, 387.2264, 387.2415, 387.3264, 387.4315, 387.8265, 388.1614, 388.3213, 388.6513, 389.1212, 389.1266, 389.3211, 389.3311, 390.1267, 390.5409, 390.6268]"
CC(=O)O,CCCCCCCC,"[323.15, 343.15, 378.9052, 379.0652, 379.3753, 379.7753, 380.0654, 382.3558, 382.926, 386.2663, 386.3363, 392.4969]"
CC(=O)O,CCC(=O)O,"[343.2, 391.8806, 393.6203, 395.7298, 397.0696, 397.9794, 398.7792, 399.859, 399.909, 400.119, 401.0088, 401.6787, 402.1186, 402.6985, 402.7784, 404.1682, 405.9678, 408.2273, 408.6573, 411.2168, 411.6167, 412.7165, 412.9864, 413.7962, 413.8262]"
CC(=O)O,CC(=O)OC(C)=O,"[333.124, 336.124, 336.524, 337.324, 339.024, 340.724, 342.424, 344.2239, 346.0237, 347.9235, 350.0233, 352.4231, 353.123, 373.124, 374.7243, 375.9246, 376.9248, 379.7253, 381.2256, 382.3258, 384.3261, 386.5263, 390.9268, 391.3268, 391.6269, 392.627, 394.1273, 395.7278, 397.6284, 399.3289, 401.4295, 403.7301, 406.4307, 409.4313]"
CC(=O)O,Clc1ccccc1,"[387.2216, 387.2715, 387.3215, 387.4215, 387.5215, 387.7215, 387.8214, 387.9214, 388.0214, 388.2214, 388.6213, 388.7213, 389.1212, 389.921, 391.8206, 393.3203, 395.22, 398.3193, 401.1188]"
